19.84	27.75
23.80	32.88
18.62	31.86
17.74	29.93
29.03	31.89
14.09	33.07
22.60	24.52
13.53	35.62
14.07	22.98
21.51	23.35
15.38	32.94
20.88	22.92
22.83	30.97
19.79	24.94
19.72	31.37
16.22	38.19
16.76	21.66
26.52	32.45
11.08	37.49
23.27	32.39
24.68	25.64
28.63	35.64
27.02	32.71
28.91	32.90
17.56	26.31
23.21	28.27
26.60	32.62
20.16	29.79
23.31	30.79
20.48	30.30
19.21	33.11
14.30	34.24
23.34	31.29
26.89	26.58
18.48	31.58
21.62	30.74
21.32	18.26
7.91	32.86
20.44	26.70
30.82	29.83
19.62	25.05
15.89	31.38
20.19	23.39
20.26	42.07
20.28	24.73
22.64	28.88
19.92	33.61
10.86	27.50
16.72	31.68
21.34	27.84
19.48	33.92
21.11	22.29
30.29	37.52
22.93	34.97
18.32	29.18
22.60	41.60
20.84	33.40
24.84	25.01
12.56	34.35
14.79	26.13
19.61	44.22
22.34	33.38
16.54	29.78
17.16	28.35
17.62	34.52
22.83	24.18
13.62	30.74
22.49	34.25
16.78	34.61
14.90	27.46
21.53	28.67
23.29	21.28
13.29	25.23
16.35	31.46
20.59	29.31
14.36	35.36
13.04	24.97
20.62	30.29
32.25	29.23
17.33	27.90
21.42	32.48
25.34	29.05
19.28	30.63
15.45	26.64
28.07	29.13
15.88	31.83
14.75	23.08
17.39	27.88
28.07	26.42
13.47	25.74
25.27	34.79
25.89	35.70
18.55	32.35
17.85	34.08
19.28	36.04
20.22	30.00
20.32	25.64
17.57	18.87
24.10	32.06
23.81	32.32
28.63	31.17
16.92	32.48
23.33	25.38
13.40	39.76
13.91	29.22
21.95	28.93
17.75	39.40
13.45	34.24
20.90	25.79
13.90	34.93
27.02	31.83
23.14	26.29
22.87	26.08
10.56	26.40
19.35	28.50
22.96	27.69
14.72	28.11
23.14	28.87
20.63	49.31
14.75	32.66
24.13	33.65
23.09	29.39
26.31	28.94
22.00	29.80
25.84	33.68
20.23	37.51
22.82	25.67
22.77	27.45
18.17	35.86
21.44	27.08
16.67	33.59
21.80	31.87
17.67	30.79
21.86	33.97
23.38	27.07
30.25	29.76
26.24	25.99
22.30	26.12
17.92	34.90
18.06	30.49
22.73	34.38
15.34	35.37
16.35	36.13
18.80	35.11
18.81	26.11
26.74	30.69
18.41	21.90
26.45	33.58
18.32	22.76
15.69	30.41
11.03	27.50
23.51	29.18
26.73	29.31
17.73	22.17
14.30	26.51
15.36	25.83
15.39	29.18
17.46	36.87
22.88	19.64
21.06	34.55
13.19	22.41
15.52	32.28
12.19	22.37
20.98	35.30
21.86	25.32
20.47	37.29
7.48	29.20
21.34	36.35
24.98	25.52
15.24	31.56
14.53	28.40
24.02	23.40
20.99	26.97
16.32	25.43
19.25	31.50
21.23	29.23
21.56	31.59
26.19	35.65
27.05	36.72
22.72	27.30
20.83	33.55
19.20	30.13
29.79	33.46
17.95	32.46
25.47	33.59
22.18	24.41
16.81	27.27
17.80	31.24
22.77	22.82
17.32	29.40
10.55	35.47
16.22	31.71
13.19	27.08
21.07	25.40
25.87	22.01
16.75	34.01
18.78	31.99
23.57	32.59
26.11	29.89
21.84	27.30
21.67	26.97
11.77	29.84
14.40	21.05
12.98	31.89
29.53	28.90
19.70	34.13
29.80	33.62
27.11	28.29
17.37	37.33
6.70	40.32
22.96	35.29
16.00	23.84
22.53	30.62
30.03	27.45
20.11	38.33
18.61	30.85
11.75	34.90
9.92	37.49
20.51	28.51
25.05	25.95
18.06	23.09
12.64	30.78
24.43	30.60
31.17	33.35
25.18	33.92
9.06	29.09
17.43	26.12
22.20	29.06
20.99	24.29
21.47	32.19
8.88	30.70
20.05	33.52
19.52	22.29
23.36	36.79
21.76	31.25
16.62	34.28
30.19	27.14
13.29	32.55
23.64	29.76
20.90	34.08
17.29	34.91
11.94	24.43
12.86	22.93
18.12	28.43
